Removed Pin From Net: NetName=NetJ1_26 Pin=J1-26
Removed Pin From Net: NetName=NetC20_2 Pin=U7-12
Removed Pin From Net: NetName=GND Pin=U7-13
Removed Pin From Net: NetName=V- Pin=U7-14
Removed Pin From Net: NetName=V- Pin=U7-15
Removed Pin From Net: NetName=V- Pin=U7-16
Removed Pin From Net: NetName=NetC17_2 Pin=U7-18
Removed Pin From Net: NetName=GND Pin=U7-19
Removed Pin From Net: NetName=NetC7_2 Pin=U7-20
Removed Pin From Net: NetName=NetC7_2 Pin=U7-21
Removed Pin From Net: NetName=NetC7_2 Pin=U7-22
Removed Pin From Net: NetName=GND Pin=U7-23
Change Component Footprint: Designator=U? Old Footprint=FP-R-8-IPC_C New Footprint=FP-MSE-12-05-08-1666-MFG
Change Component Comment : Designator=U? Old Comment=AD620ARZ-REEL7 New Comment=LT3094EMSE#PBF
Change Component Designator: OldDesignator=C21 NewDesignator=C21_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=C22 NewDesignator=C22_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=C23 NewDesignator=C23_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=D23 NewDesignator=D23_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=D24 NewDesignator=D24_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=D25 NewDesignator=D25_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=D26 NewDesignator=D26_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=R36 NewDesignator=R36_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=R37 NewDesignator=R37_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=R38 NewDesignator=R38_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=R39 NewDesignator=R39_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=R40 NewDesignator=R40_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=R41 NewDesignator=R41_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=R42 NewDesignator=R42_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=R43 NewDesignator=R43_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=R44 NewDesignator=R44_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=R45 NewDesignator=R45_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=R46 NewDesignator=R46_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=R47 NewDesignator=R47_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=R48 NewDesignator=R48_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=R49 NewDesignator=R49_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=R50 NewDesignator=R50_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=R51 NewDesignator=R51_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=R52 NewDesignator=R52_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=R53 NewDesignator=R53_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=R54 NewDesignator=R54_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=U6 NewDesignator=U6_Temperature_Enhanced_WB2
Change Component Designator: OldDesignator=U8 NewDesignator=U8_Temperature_Enhanced_WB2
Change Managed Component Library Link : Designator=U? Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=56E43541-BF74-434D-B256-9C7BBC72972A New ItemGUID=A574E23D-2483-498D-8354-D83FD4F4A44A Old RevisionGUID=53AD528E-DD1A-4914-BCAD-923E52132B74 New RevisionGUID=58A18013-4F6B-4B1C-81DE-485A9E88312E
Change component parameters: Designator = "U?" ("U?"); Footprint = "FP-R-8-IPC_C"; UniqueID = "\FLGMUCIG\VRRARRGH" ("\FLGMUCIG\VRRARRGH")
Change component parameters (AddParameter): Name = "Accuracy Percentage"; Value = "1%"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Automotive"; Value = "No"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Category"; Value = "IC"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "ComponentLink2URL"; Value = "https://www.analog.com/media/en/technical-documentation/data-sheets/LT3094.pdf"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device Class L1"; Value = "Integrated Circuits (ICs)"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device Class L2"; Value = "Power Management ICs"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Device Class L3"; Value = "Voltage Regulators - Linear"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Digikey Description"; Value = "IC REG LIN NEG ADJ 500MA 12MSOP"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Dropout Voltage"; Value = "235mV"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Height"; Value = "1.1mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Ipc Land Pattern Name"; Value = "SOP65P404X110-12"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Lead Free"; Value = "Yes"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer"; Value = "Analog Devices"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Manufacturer Part Number"; Value = "LT3094EMSE#PBF"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Junction Temp"; Value = "+150°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Max Supply Voltage"; Value = "-2.3V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Min Supply Voltage"; Value = "-20V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Mouser Description"; Value = "LDO Regulator Neg 0V to -19.5V 0.5A 12-Pin MSOP EP Tube"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Nominal Supply Current"; Value = "3uA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Number Of Outputs"; Value = "1"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Octopart"; Value = "https://octopart.com/lt3094emse%23pbf-analog+devices-95403590"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Output Current"; Value = "100uA"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Output Type"; Value = "AdjustableProgrammable"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Output Voltage"; Value = "0/-12V"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Package"; Value = "MSE-12-05-08-1666"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "RoHS"; Value = "TRUE"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Standoff Height"; Value = "0.0508mm"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature"; Value = "-40°C to +125°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Range High"; Value = "+125°C"; VariantName = "[No Variations]"
Change component parameters (AddParameter): Name = "Temperature Range Low"; Value = "-40°C"; VariantName = "[No Variations]"
Added Component: Designator=C21_Temperature_Enhanced_WB1(FP-CC0402-MFG)
Add component (AddParameter): Name = "Automotive"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Automotive Grade"; Value = "NA"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "100 nF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Cap"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
